Year,Rep,Blk,Entry,Treatment,Accession,Name,Main_plot,x,y,salinity_0_6,salinity_6_24,SLA_leaf_area,SLA_leaf_wt,standct_early_row1,standct_early_row2,standct_late_row1,standct_late_row2,plants_m2,X_4_plant_bloom_Julian,flower,height_front,height_back,height,lodging,matu,maturity,survivors_plot,survivor_density,survivor_perc_indian,survivor_perc,testweight_g,seed_200wt_g,seed_ct_200wt,dirty_wt_kg,clean_wt_kg,oil_perc,Comments,Harvest_date
2016,3,3,226,Control,Ames 31924,UGA-SAM1-232,4084,417.5,115,0.32,0.45,NA,NA,25,23,NA,NA,5.180273518,225,66,100,111,105.5,2,287,136,48,NA,NA,53.33333333,212.61,6.114,200,0.88,0.35,41.45063963,,NA
2016,3,3,23,Control,Ames 31717,UGA-SAM1-024,3087,432.5,80,0,0.11,NA,NA,20,34,NA,NA,5.827807708,227,68,159,155,157,2,287,136,54,NA,NA,60,204.49,5.294,200,1.01,0.34,39.49280969,,NA
2016,3,3,234,Saline,Ames 31933,UGA-SAM1-241,12088,437.5,435,10.06,9.48,NA,NA,3,2,NA,NA,0.539611825,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,3,3,239,Control,Ames 31938,UGA-SAM1-246,4089,442.5,115,0.36,0.4,NA,NA,22,27,NA,NA,5.288195883,221,62,140,143,141.5,2,287,136,49,NA,NA,54.44444444,179.13,12.551,200,1.52,1.13,37.70762428,,NA
2016,3,3,244,Saline,Ames 31944,UGA-SAM1-252,11083,412.5,400,8.02,8.89,NA,NA,6,9,NA,NA,1.618835475,237,78,77,67,72,3,287,136,10,1.07922365,66.66666667,11.11111111,131.77,10.633,200,0.17,0.09,30.03807711,,NA
2016,3,3,251,Saline,Ames 31951,UGA-SAM1-259,11088,437.5,400,8.21,8.77,NA,NA,13,7,NA,NA,2.158447299,241,82,89,88,88.5,3,287,136,20,2.158447299,100,22.22222222,166.01,6.649,200,0.17,0.1,30.52658134,,NA
2016,3,3,253,Control,Ames 31953,UGA-SAM1-261,3085,422.5,80,0,0.12,NA,NA,21,29,NA,NA,5.396118248,233,74,72,107,89.5,8,287,136,50,NA,NA,55.55555556,NA,NA,200,NA,NA,NA,plants wilting Aug. 5; revived Aug. 17,NA
2016,3,3,270,Control,Ames 31970,UGA-SAM1-278,4090,447.5,115,0.37,0.39,NA,NA,22,28,NA,NA,5.396118248,225,66,165,121,143,1,287,136,50,NA,NA,55.55555556,198.58,6.891,200,0.72,0.44,40.91150229,,NA
2016,3,3,46,Saline,Ames 31741,UGA-SAM1-048,12090,447.5,435,10.18,9.49,NA,NA,2,9,NA,NA,1.187146015,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,3,3,5,Saline,Ames 31698,UGA-SAM1-005,12085,422.5,435,9.83,9.52,NA,NA,0,1,NA,NA,0.107922365,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,3,3,52,Saline,Ames 31747,UGA-SAM1-054,12083,412.5,435,9.65,9.57,NA,NA,2,2,NA,NA,0.43168946,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,3,3,56,Control,Ames 31751,UGA-SAM1-058,4085,422.5,115,0.33,0.44,NA,NA,26,28,NA,NA,5.827807708,225,66,147,145,146,5,287,136,54,NA,NA,60,190.87,6.202,200,1.15,0.54,36.44663936,,NA
2016,3,3,56,Saline,Ames 31751,UGA-SAM1-058,11090,447.5,400,8.28,8.74,NA,NA,14,15,NA,NA,3.129748584,230,71,65,79,72,1,287,136,25,2.698059124,86.20689655,27.77777778,178.22,7.784,200,0.29,0.17,33.05229314,,NA
2016,3,3,61,Control,Ames 31756,UGA-SAM1-063,3086,427.5,80,0,0.12,NA,NA,32,24,NA,NA,6.043652438,228,69,168,139,153.5,1,287,136,56,NA,NA,62.22222222,164.74,8.164,200,1.6,1.07,35.56441931,,NA
2016,3,3,64,Saline,Ames 31759,UGA-SAM1-066,11084,417.5,400,8.06,8.86,NA,NA,8,8,NA,NA,1.726757839,246,87,76,47,61.5,1,287,136,10,1.07922365,62.5,11.11111111,120.47,6.656,200,0.17,0.04,24.31665165,,NA
2016,3,3,72,Control,Ames 31767,UGA-SAM1-074,3090,447.5,80,0,0.09,NA,NA,25,25,NA,NA,5.396118248,235,76,168,187,177.5,2,272,121,50,NA,NA,55.55555556,170.86,8.697,200,0.54,0.27,34.45213318,,NA
2016,3,4,103,Control,Ames 31799,UGA-SAM1-107,5091,452.5,150,0.61,0.52,NA,NA,22,18,NA,NA,4.316894599,225,66,156,151,153.5,1,272,121,40,NA,NA,44.44444444,218.91,7.853,200,1.81,1.17,38.90104586,,NA
2016,3,4,112,Control,Ames 31808,UGA-SAM1-116,6086,427.5,185,0.8,0.59,NA,NA,17,19,NA,NA,3.885205139,229,70,158,156,157,7,287,136,36,NA,NA,40,157.49,10.967,200,0.11,0.07,34.80792174,,NA
2016,3,4,124,Control,Ames 31820,UGA-SAM1-128,5090,447.5,150,0.61,0.53,NA,NA,21,11,NA,NA,3.453515679,228,69,150,152,151,3,287,136,32,NA,NA,35.55555556,171.74,13.447,200,1.16,0.79,29.03551402,,NA
2016,3,4,13,Saline,Ames 31707,UGA-SAM1-014,14085,422.5,505,11.24,8.61,NA,NA,3,2,NA,NA,0.539611825,230,71,41,96,68.5,NA,277,126,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,3,4,135,Control,Ames 31831,UGA-SAM1-139,5088,437.5,150,0.61,0.55,NA,NA,22,18,NA,NA,4.316894599,230,71,125,117,121,8,287,136,40,NA,NA,44.44444444,172.98,8.108,200,0.33,0.22,37.94226539,,NA
2016,3,4,144,Control,Ames 31840,UGA-SAM1-148,6088,437.5,185,0.8,0.59,NA,NA,18,18,NA,NA,3.885205139,228,69,151,111,131,3,287,136,36,NA,NA,40,172.99,10.042,200,0.96,0.7,36.00335785,,NA
2016,3,4,146,Saline,Ames 31842,UGA-SAM1-150,13084,417.5,470,11.06,9.24,NA,NA,3,3,NA,NA,0.64753419,244,85,57,57,57,NA,287,136,3,0.323767095,50,3.333333333,NA,2.207,100,0.029,0.005,NA,100 seed count,NA
2016,3,4,150,Saline,Ames 31846,UGA-SAM1-154,13090,447.5,470,11.57,9.31,NA,NA,3,0,NA,NA,0.323767095,NA,NA,NA,76,76,NA,287,136,1,0.107922365,33.33333333,1.111111111,NA,NA,200,0.01,0.005,NA,,NA
2016,3,4,156,Saline,Ames 31852,UGA-SAM1-160,14084,417.5,505,11.05,8.65,NA,NA,11,5,NA,NA,1.726757839,235,76,50,98,74,NA,287,136,13,1.402990745,81.25,14.44444444,120.85,10.664,200,0.1,0.05,25.98379384,,NA
2016,3,4,160,Control,Ames 31856,UGA-SAM1-164,5085,422.5,150,0.61,0.57,NA,NA,28,27,NA,NA,5.935730073,227,68,154,163,158.5,4,272,121,55,NA,NA,61.11111111,194.41,5.22,200,1.04,0.4,39.12812818,,NA
2016,3,4,161,Control,Ames 31857,UGA-SAM1-165,6083,412.5,185,0.81,0.59,NA,NA,27,31,NA,NA,6.259497168,228,69,165,155,160,4,287,136,58,NA,NA,64.44444444,199.54,5.052,200,1.01,0.38,35.95545977,,NA
2016,3,4,163,Control,Ames 31859,UGA-SAM1-167,6084,417.5,185,0.81,0.59,NA,NA,31,25,NA,NA,6.043652438,225,66,154,136,145,1,287,136,56,NA,NA,62.22222222,197.4,9.714,200,1.24,0.75,34.03637235,,NA
2016,3,4,165,Saline,Ames 31861,UGA-SAM1-169,13091,452.5,470,11.58,9.36,438.89,3.17,1,6,NA,NA,0.755456555,218,59,48,78,63,NA,272,121,0,0,0,0,NA,7.036,200,0.04,0.03,NA,,NA
2016,3,4,170,Saline,Ames 31866,UGA-SAM1-174,14088,437.5,505,11.64,8.56,NA,NA,2,2,NA,NA,0.43168946,252,93,NA,NA,NA,NA,NA,NA,1,0.107922365,25,1.111111111,NA,NA,200,0.007,0,NA,,NA
2016,3,4,178,Saline,Ames 31874,UGA-SAM1-182,13083,412.5,470,10.9,9.26,NA,NA,3,4,NA,NA,0.755456555,NA,NA,67,NA,67,NA,287,136,3,0.323767095,42.85714286,3.333333333,NA,6.386,200,0.03,0.01,NA,,NA
2016,3,4,180,Saline,Ames 31876,UGA-SAM1-184,14086,427.5,505,11.4,8.58,NA,NA,5,3,NA,NA,0.86337892,239,80,42,NA,42,NA,277,126,4,0.43168946,50,4.444444444,NA,8.405,200,0.04,0.03,NA,,NA
2016,3,4,182,Control,Ames 31878,UGA-SAM1-186,6090,447.5,185,0.78,0.58,NA,NA,25,18,NA,NA,4.640661694,227,68,100,93,96.5,1,287,136,43,NA,NA,47.77777778,213.98,6.161,200,0.86,0.36,43.29712852,,NA
2016,3,4,190,Saline,Ames 31887,UGA-SAM1-195,13087,432.5,470,11.44,9.23,NA,NA,3,1,NA,NA,0.43168946,239,80,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,3,4,196,Control,Ames 31893,UGA-SAM1-201,5083,412.5,150,0.61,0.58,NA,NA,21,27,NA,NA,5.180273518,227,68,153,151,152,1,272,121,48,NA,NA,53.33333333,147.87,17.938,200,1.8,1.2,24.04887398,,NA
2016,3,4,202,Control,Ames 31900,UGA-SAM1-208,5087,432.5,150,0.61,0.56,NA,NA,24,24,NA,NA,5.180273518,232,73,147,163,155,10,272,121,48,NA,NA,53.33333333,NA,NA,200,NA,NA,NA,,NA
2016,3,4,204,Control,Ames 31902,UGA-SAM1-210,6085,422.5,185,0.81,0.59,NA,NA,32,32,NA,NA,6.907031358,227,68,169,151,160,2,272,121,64,NA,NA,71.11111111,178.97,7.377,200,0.57,0.52,41.45557807,,NA
2016,3,4,206,Saline,Ames 31904,UGA-SAM1-212,13089,442.5,470,11.55,9.28,346.81,2.77,4,4,NA,NA,0.86337892,NA,NA,77,80,78.5,NA,287,136,3,0.323767095,37.5,3.333333333,91.79,6.701,200,0.055,0.027,14.85459909,,NA
2016,3,4,207,Saline,Ames 31905,UGA-SAM1-213,14083,412.5,505,10.86,8.68,NA,NA,5,1,NA,NA,0.64753419,235,76,56,72,64,NA,287,136,4,0.43168946,66.66666667,4.444444444,NA,5.893,200,0.088,0.04,37.16267943,,NA
2016,3,4,23,Saline,Ames 31717,UGA-SAM1-024,14087,432.5,505,11.54,8.56,NA,NA,2,3,NA,NA,0.539611825,242,83,NA,25,25,NA,287,136,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,3,4,247,Saline,Ames 31947,UGA-SAM1-255,13088,437.5,470,11.51,9.25,NA,NA,6,8,NA,NA,1.51091311,NA,NA,111,110,110.5,NA,287,136,8,0.86337892,57.14285714,8.888888889,NA,8.53,200,0.05,0.01,NA,,NA
2016,3,4,256,Control,Ames 31956,UGA-SAM1-264,6087,432.5,185,0.8,0.59,NA,NA,27,37,NA,NA,6.907031358,228,69,143,129,136,2,287,136,64,NA,NA,71.11111111,189.92,8.966,200,0.8,0.55,38.37952579,,NA
2016,3,4,279,Control,Ames 31980,UGA-SAM1-288,5084,417.5,150,0.61,0.58,NA,NA,24,25,NA,NA,5.288195883,225,66,142,136,139,1,287,136,49,NA,NA,54.44444444,205.57,6.036,200,0.68,0.28,35.45337689,,NA
2016,3,4,283,Control,HA 467,,5089,442.5,150,0.61,0.54,NA,NA,28,30,NA,NA,6.259497168,235,76,132,131,131.5,2,287,136,58,NA,NA,64.44444444,152.08,6.506,200,1.44,0.85,34.60729369,,NA
2016,3,4,39,Control,Ames 31734,UGA-SAM1-041,6089,442.5,185,0.79,0.59,NA,NA,17,27,NA,NA,4.748584059,228,69,178,135,156.5,1,287,136,44,NA,NA,48.88888889,197.27,5.23,200,1.33,0.59,40.36362181,,NA
2016,3,4,49,Saline,Ames 31744,UGA-SAM1-051,13086,427.5,470,11.33,9.22,NA,NA,10,5,NA,NA,1.618835475,NA,NA,130,56,93,NA,287,136,13,1.402990745,86.66666667,14.44444444,136.57,10.423,200,0.3,0.18,31.77398789,,NA
2016,3,4,64,Control,Ames 31759,UGA-SAM1-066,5086,427.5,150,0.61,0.56,NA,NA,34,27,NA,NA,6.583264263,232,73,155,107,131,6,272,121,61,NA,NA,67.77777778,156.48,7.716,200,0.31,0.18,34.05652802,,NA
2016,3,4,75,Saline,Ames 31770,UGA-SAM1-077,14090,447.5,505,11.77,8.57,NA,NA,5,3,NA,NA,0.86337892,230,71,81,59,70,NA,277,126,4,0.43168946,50,4.444444444,NA,8.252,200,0.061,0.029,NA,,NA
2016,3,4,77,Saline,Ames 31772,UGA-SAM1-079,14089,442.5,505,11.72,8.56,NA,NA,5,2,NA,NA,0.755456555,252,93,42,50,46,NA,287,136,2,0.21584473,28.57142857,2.222222222,NA,3.716,200,0.015,0.006,NA,,NA
2016,3,4,79,Saline,Ames 31774,UGA-SAM1-081,13085,422.5,470,11.2,9.23,497.29,3.94,2,4,NA,NA,0.64753419,NA,NA,46,NA,46,NA,287,136,2,0.21584473,33.33333333,2.222222222,NA,NA,200,0.008,0.003,NA,,NA
2016,3,5,103,Saline,Ames 31799,UGA-SAM1-107,16090,447.5,575,10.61,7.34,NA,NA,4,4,NA,NA,0.86337892,228,69,NA,84,84,NA,277,126,5,0.539611825,62.5,5.555555556,NA,NA,200,0.049,0.023,NA,,NA
2016,3,5,111,Control,Ames 31807,UGA-SAM1-115,8090,447.5,255,1.56,1.59,NA,NA,32,29,NA,NA,6.583264263,230,71,163,164,163.5,2,287,136,61,NA,NA,67.77777778,194.43,5.393,200,1.13,0.48,39.14051914,,NA
2016,3,5,13,Control,Ames 31707,UGA-SAM1-014,7090,447.5,220,1.02,0.8,NA,NA,31,24,NA,NA,5.935730073,226,67,148,156,152,4,287,136,55,NA,NA,61.11111111,187.93,5.999,200,1.22,0.64,40.8847299,,NA
2016,3,5,138,Control,Ames 31834,UGA-SAM1-142,8085,422.5,255,1.6,1.59,NA,NA,22,21,NA,NA,4.640661694,230,71,140,114,127,1,272,121,43,NA,NA,47.77777778,199.59,5.429,200,1.27,0.45,38.72851869,,NA
2016,3,5,154,Saline,Ames 31850,UGA-SAM1-158,15087,432.5,540,10.59,7.94,NA,NA,8,5,NA,NA,1.402990745,239,80,69,57,63,NA,277,126,13,1.402990745,100,14.44444444,NA,7.907,200,0.03,0.01,NA,,NA
2016,3,5,155,Saline,Ames 31851,UGA-SAM1-159,15083,412.5,540,9.86,8.28,NA,NA,1,3,NA,NA,0.43168946,263,104,NA,67,67,NA,277,126,1,0.107922365,25,1.111111111,NA,NA,200,0,0,NA,,NA
2016,3,5,157,Control,Ames 31853,UGA-SAM1-161,7083,412.5,220,1.03,0.76,NA,NA,24,25,NA,NA,5.288195883,230,71,126,136,131,4,287,136,49,NA,NA,54.44444444,197.37,5.677,200,1.27,0.46,35.00478469,,NA
2016,3,5,158,Control,Ames 31854,UGA-SAM1-162,8084,417.5,255,1.6,1.57,NA,NA,29,30,NA,NA,6.367419533,227,68,169,158,163.5,2,287,136,59,NA,NA,65.55555556,212.14,5.914,200,0.79,0.22,41.33633194,,NA
2016,3,5,163,Saline,Ames 31859,UGA-SAM1-167,15088,437.5,540,10.75,7.85,NA,NA,4,3,NA,NA,0.755456555,230,71,31,49,40,NA,287,136,7,0.755456555,100,7.777777778,NA,8.801,200,0.034,0.01,NA,,NA
2016,3,5,181,Saline,Ames 31877,UGA-SAM1-185,15085,422.5,540,10.24,8.11,NA,NA,4,3,NA,NA,0.755456555,235,76,44,51,47.5,NA,287,136,5,0.539611825,71.42857143,5.555555556,NA,9.216,200,0.074,0.032,29.68696763,,NA
2016,3,5,196,Saline,Ames 31893,UGA-SAM1-201,16084,417.5,575,9.59,7.99,NA,NA,2,10,NA,NA,1.29506838,242,83,47,43,45,NA,277,126,5,0.539611825,41.66666667,5.555555556,NA,NA,200,0.012,0.001,NA,,NA
2016,3,5,198,Control,Ames 31896,UGA-SAM1-204,8089,442.5,255,1.57,1.6,NA,NA,18,19,NA,NA,3.993127504,230,71,130,146,138,1,287,136,37,NA,NA,41.11111111,196.28,5.091,200,1.12,0.5,32.46619019,,NA
2016,3,5,203,Saline,Ames 31901,UGA-SAM1-209,15091,452.5,540,11.14,7.61,NA,NA,10,8,NA,NA,1.942602569,241,82,56,70,63,NA,287,136,13,1.402990745,72.22222222,14.44444444,149.82,13.183,200,0.09,0.06,30.72727273,,NA
2016,3,5,213,Control,Ames 31911,UGA-SAM1-219,8083,412.5,255,1.6,1.55,NA,NA,20,29,NA,NA,5.288195883,221,62,141,142,141.5,1,272,121,49,NA,NA,54.44444444,185.46,10.484,200,1.24,0.84,27.73941592,,NA
2016,3,5,231,Saline,Ames 31930,UGA-SAM1-238,15086,427.5,540,10.42,8.02,298.9,2.51,1,2,NA,NA,0.323767095,239,80,40,NA,40,NA,277,126,4,0.43168946,NA,4.444444444,NA,2.169,100,0.027,0.005,NA,100 seed count,NA
2016,3,5,248,Control,Ames 31948,UGA-SAM1-256,8086,427.5,255,1.59,1.6,NA,NA,24,26,NA,NA,5.396118248,237,78,181,176,178.5,2,272,121,50,NA,NA,55.55555556,197.38,7.569,200,0.79,0.33,32.20047339,,NA
2016,3,5,249,Saline,Ames 31949,UGA-SAM1-257,16089,442.5,575,10.46,7.45,492.82,4.34,5,11,NA,NA,1.726757839,228,69,56,91,73.5,NA,277,126,6,0.64753419,37.5,6.666666667,148.95,10.91,200,0.187,0.108,26.20023357,,NA
2016,3,5,261,Saline,Ames 31961,UGA-SAM1-269,16087,432.5,575,10.13,7.67,NA,NA,10,9,NA,NA,2.050524934,239,80,72,110,91,NA,277,126,13,1.402990745,68.42105263,14.44444444,150.25,7.35,200,0.209,0.066,31.81982365,,NA
2016,3,5,263,Control,Ames 31963,UGA-SAM1-271,8087,432.5,255,1.59,1.6,NA,NA,26,27,NA,NA,5.719885343,230,71,163,161,162,5,287,136,53,NA,NA,58.88888889,202.98,7.039,200,0.53,0.26,34.57639276,,NA
2016,3,5,27,Control,Ames 31721,UGA-SAM1-028,7087,432.5,220,1.04,0.81,NA,NA,19,22,NA,NA,4.424816964,232,73,177,172,174.5,2,272,121,41,NA,NA,45.55555556,144.32,15.339,200,1.16,0.62,26.94650817,,NA
2016,3,5,281,Saline,HA 445,,15084,417.5,540,10.05,8.2,NA,NA,2,4,NA,NA,0.64753419,232,73,62,39,50.5,NA,277,126,3,0.323767095,50,3.333333333,NA,8.986,200,0.046,0.029,29.61946715,,NA
2016,3,5,287,Control,RHA 476,,7085,422.5,220,1.04,0.79,NA,NA,19,26,NA,NA,4.856506424,221,62,108,113,110.5,9,272,121,45,NA,NA,50,204.38,5.971,200,0.51,0.19,42.24602057,,NA
2016,3,5,288,Saline,RHA 478,,16086,427.5,575,9.96,7.78,NA,NA,1,2,NA,NA,0.323767095,239,80,NA,75,75,NA,277,126,6,0.64753419,NA,6.666666667,NA,NA,200,0.086,0.011,NA,,NA
2016,3,5,33,Saline,Ames 31728,UGA-SAM1-035,16085,422.5,575,9.78,7.89,330.91,2.79,5,8,NA,NA,1.402990745,230,71,NA,53,53,NA,287,136,5,0.539611825,38.46153846,5.555555556,NA,12.734,200,0.071,0.038,NA,,NA
2016,3,5,40,Control,Ames 31735,UGA-SAM1-042,7084,417.5,220,1.04,0.78,NA,NA,21,27,NA,NA,5.180273518,226,67,109,111,110,3,287,136,48,NA,NA,53.33333333,219.27,5.203,200,0.71,0.14,40.07775056,,NA
2016,3,5,44,Control,Ames 31739,UGA-SAM1-046,8088,437.5,255,1.58,1.6,NA,NA,19,18,NA,NA,3.993127504,230,71,148,148,148,1,287,136,37,NA,NA,41.11111111,162.7,15.168,200,0.83,0.45,29.79483101,,NA
2016,3,5,59,Saline,Ames 31754,UGA-SAM1-061,16083,412.5,575,9.39,8.09,NA,NA,3,6,NA,NA,0.971301285,239,80,58,35,46.5,NA,NA,NA,8,0.86337892,88.88888889,8.888888889,120.45,13.34,200,0.108,0.04,26.50318471,,NA
2016,3,5,70,Control,Ames 31765,UGA-SAM1-072,7091,452.5,220,1.01,0.78,NA,NA,22,25,NA,NA,5.072351153,229,70,167,142,154.5,3,287,136,47,NA,NA,52.22222222,179.3,10.344,200,1.11,0.84,32.575983,,NA
2016,3,5,71,Saline,Ames 31766,UGA-SAM1-073,16088,437.5,575,10.3,7.56,NA,NA,7,11,NA,NA,1.942602569,235,76,51,64,57.5,NA,277,126,6,0.64753419,33.33333333,6.666666667,167.12,6.415,200,0.15,0.052,34.35720357,,NA
2016,3,5,74,Saline,Ames 31769,UGA-SAM1-076,15089,442.5,540,10.89,7.77,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,200,NA,0,NA,,NA
2016,3,5,82,Saline,Ames 31777,UGA-SAM1-084,15090,447.5,540,11.02,7.68,NA,NA,3,4,NA,NA,0.755456555,242,83,85,76,80.5,NA,272,121,3,0.323767095,42.85714286,3.333333333,NA,NA,200,0.019,0,NA,,NA
2016,3,5,87,Control,Ames 31782,UGA-SAM1-090,7089,442.5,220,1.03,0.8,NA,NA,27,25,NA,NA,5.611962978,232,73,182,147,164.5,2,287,136,52,NA,NA,57.77777778,164.57,9.544,200,1.53,0.89,33.52712461,,NA
2016,3,5,88,Control,Ames 31783,UGA-SAM1-091,7086,427.5,220,1.04,0.8,NA,NA,31,28,NA,NA,6.367419533,229,70,117,95,106,2,287,136,59,NA,NA,65.55555556,NA,NA,200,NA,NA,30.93690249,,NA
2016,3,5,97,Control,Ames 31793,UGA-SAM1-101,7088,437.5,220,1.04,0.81,NA,NA,25,23,NA,NA,5.180273518,226,67,129,132,130.5,3,287,136,48,NA,NA,53.33333333,188.97,6.812,200,0.86,0.47,34.5513502,,NA
2016,3,6,1,Saline,Ames 31694,UGA-SAM1-001,10097,482.5,365,5.99,7.13,595.28,4.06,8,17,NA,NA,2.698059124,229,70,114,95,104.5,1,287,136,27,2.913903854,108,30,171.88,10.464,200,0.3,0.23,38.74556749,,NA
2016,3,6,119,Saline,Ames 31815,UGA-SAM1-123,10098,487.5,365,5.97,7.12,982.88,6.41,24,24,NA,NA,5.180273518,229,70,164,116,140,1,287,136,33,3.561438044,68.75,36.66666667,179.84,7.884,200,0.36,0.26,34.23452422,,NA
2016,3,6,14,Control,Ames 31708,UGA-SAM1-015,2095,472.5,45,0,0,NA,NA,19,19,NA,NA,4.101049869,228,69,136,152,144,2,277,126,38,NA,NA,42.22222222,215.65,5.411,200,1.23,0.55,41.73642173,,NA
2016,3,6,145,Saline,Ames 31841,UGA-SAM1-149,10095,472.5,365,6.03,7.15,601.22,4.26,22,23,NA,NA,4.856506424,227,68,144,96,120,1,272,121,32,3.453515679,71.11111111,35.55555556,194.24,7.975,200,0.67,0.42,37.71955013,,NA
2016,3,6,148,Saline,Ames 31844,UGA-SAM1-152,9100,497.5,330,3.95,5.24,1043.5,7.04,23,25,NA,NA,5.180273518,230,71,101,103,102,1,287,136,38,4.101049869,79.16666667,42.22222222,188.5,6.907,200,0.09,NA,NA,"no yield, air off",NA
2016,3,6,150,Control,Ames 31846,UGA-SAM1-154,2097,482.5,45,0,0,NA,NA,23,18,NA,NA,4.424816964,228,69,154,172,163,5,287,136,41,NA,NA,45.55555556,232.56,5.296,200,0.73,0.29,42.9649567,,NA
2016,3,6,175,Control,Ames 31871,UGA-SAM1-179,1099,492.5,10,0,0,NA,NA,28,23,NA,NA,5.504040613,230,71,155,165,160,1,277,126,51,NA,NA,56.66666667,195.23,6.618,200,1,0.48,38.07361605,,NA
2016,3,6,179,Saline,Ames 31875,UGA-SAM1-183,9098,487.5,330,3.99,5.25,868.25,5.64,28,27,NA,NA,5.935730073,227,68,154,147,150.5,1,272,121,53,5.719885343,96.36363636,58.88888889,166.12,10.329,200,0.94,0.65,28.74657589,,NA
2016,3,6,183,Saline,Ames 31879,UGA-SAM1-187,9095,472.5,330,4.05,5.26,1064.44,7.44,19,11,NA,NA,3.237670949,230,71,143,137,140,4,287,136,27,2.913903854,90,30,184.24,10.609,200,0.32,0.19,25.22667517,,NA
2016,3,6,186,Control,Ames 31883,UGA-SAM1-191,2096,477.5,45,0,0,NA,NA,24,19,NA,NA,4.640661694,229,70,157,162,159.5,7,277,126,43,NA,NA,47.77777778,185.37,6.391,200,0.19,0.1,36.20191924,,NA
2016,3,6,186,Saline,Ames 31883,UGA-SAM1-191,9097,482.5,330,4.01,5.25,767.54,4.05,20,24,NA,NA,4.748584059,230,71,131,123,127,2,287,136,36,3.885205139,81.81818182,40,175.16,6.139,200,0.66,0.29,31.9412655,,NA
2016,3,6,187,Saline,Ames 31884,UGA-SAM1-192,10099,492.5,365,5.94,7.1,652.37,4.77,13,24,NA,NA,3.993127504,227,68,108,121,114.5,1,287,136,34,3.669360409,91.89189189,37.77777778,191.32,6.498,200,0.37,0.2,35.40838323,,NA
2016,3,6,188,Control,Ames 31885,UGA-SAM1-193,1095,472.5,10,0,0,NA,NA,23,15,NA,NA,4.101049869,230,71,130,135,132.5,1,287,136,38,NA,NA,42.22222222,184,9.566,200,1.11,0.85,38.71825587,,NA
2016,3,6,189,Control,Ames 31886,UGA-SAM1-194,2093,462.5,45,0,0,NA,NA,18,27,NA,NA,4.856506424,230,71,179,171,175,3,287,136,45,NA,NA,50,191.87,6.243,200,1,0.62,35.86707045,,NA
2016,3,6,194,Control,Ames 31891,UGA-SAM1-199,1096,477.5,10,0,0,NA,NA,20,14,NA,NA,3.669360409,226,67,113,131,122,1,287,136,34,NA,NA,37.77777778,215.61,7.206,200,0.82,0.51,39.53603867,,NA
2016,3,6,201,Control,Ames 31899,UGA-SAM1-207,1093,462.5,10,0,0,NA,NA,26,30,NA,NA,6.043652438,235,76,124,112,118,3,287,136,56,NA,NA,62.22222222,162.44,7.029,200,0.67,0.3,31.51217055,,NA
2016,3,6,203,Control,Ames 31901,UGA-SAM1-209,1094,467.5,10,0,0,NA,NA,27,24,NA,NA,5.504040613,227,68,144,129,136.5,1,287,136,51,NA,NA,56.66666667,149.77,10.091,200,1.93,1.3,36.38689622,,NA
2016,3,6,212,Saline,Ames 31910,UGA-SAM1-218,9093,462.5,330,4.09,5.26,767.15,4.44,24,25,NA,NA,5.288195883,230,71,133,141,137,2,272,121,37,3.993127504,75.51020408,41.11111111,186.91,5.83,200,1.07,0.44,35.93295198,,NA
2016,3,6,238,Control,Ames 31937,UGA-SAM1-245,2098,487.5,45,0,0,NA,NA,29,20,NA,NA,5.288195883,227,68,153,141,147,2,287,136,49,NA,NA,54.44444444,203.11,8.802,200,0.89,0.66,37.85389222,,NA
2016,3,6,248,Saline,Ames 31948,UGA-SAM1-256,10096,477.5,365,6.01,7.14,885.83,5.91,23,23,NA,NA,4.964428789,239,80,144,120,132,2,287,136,24,2.590136759,52.17391304,26.66666667,181.92,6.442,200,0.35,0.11,33.62992734,,NA
2016,3,6,252,Saline,Ames 31952,UGA-SAM1-260,10092,457.5,365,6.07,7.18,796.62,5.95,22,14,NA,NA,3.885205139,233,74,111,106,108.5,1,287,136,30,3.237670949,83.33333333,33.33333333,145.36,8.306,200,0.7,0.37,30.75464674,,NA
2016,3,6,260,Saline,Ames 31960,UGA-SAM1-268,10093,462.5,365,6.06,7.17,971.51,6.98,18,23,NA,NA,4.424816964,232,73,135,123,129,1,272,121,33,3.561438044,80.48780488,36.66666667,149.42,9.978,200,1.2,0.78,20.90668432,,NA
2016,3,6,265,Saline,Ames 31965,UGA-SAM1-273,9092,457.5,330,4.11,5.27,965.77,5.65,28,27,NA,NA,5.935730073,229,70,100,121,110.5,1,272,121,56,6.043652438,101.8181818,62.22222222,152.5,12.156,200,1.59,0.67,30.45006771,,NA
