Year,Rep,Blk,Entry,Treatment,Accession,Name,Main_plot,x,y,salinity_0_6,salinity_6_24,SLA_leaf_area,SLA_leaf_wt,standct_early_row1,standct_early_row2,standct_late_row1,standct_late_row2,plants_m2,X_4_plant_bloom_Julian,flower,height_front,height_back,height,lodging,matu,maturity,survivors_plot,survivor_density,survivor_perc_indian,survivor_perc,testweight_g,seed_200wt_g,seed_ct_200wt,dirty_wt_kg,clean_wt_kg,oil_perc,Comments,Harvest_date
2016,1,8,242,Saline,Ames 31942,UGA-SAM1-250,10025,122.5,365,6.05,6.51,878.02,6.26,12,13,NA,NA,2.698059124,228,74,92,96,94,1,287,136,16,1.726757839,64,17.77777778,207.6,7.118,200,0.67,0.36,39.41030961,,NA
2016,1,8,246,Saline,Ames 31946,UGA-SAM1-254,9024,117.5,330,4.74,5.14,1024.77,6.76,16,15,NA,NA,3.345593314,230,76,126,167,146.5,1,260,109,28,3.021826219,90.32258065,31.11111111,193.64,8.158,200,0.72,0.47,28.2567858,,NA
2016,1,8,261,Control,Ames 31961,UGA-SAM1-269,1027,132.5,10,0,0,1362.53,7.21,24,20,NA,NA,4.748584059,227,73,167,170,168.5,2,277,126,44,NA,NA,48.88888889,166.83,7.023,200,0.98,0.55,36.8814803,,NA
2016,1,8,262,Control,Ames 31962,UGA-SAM1-270,1024,117.5,10,0,0,1369.07,7.69,22,10,NA,NA,3.453515679,228,74,118,104,111,2,263,112,32,NA,NA,35.55555556,212.53,8.42,200,1.46,1.05,23.48220442,,NA
2016,1,8,266,Control,Ames 31966,UGA-SAM1-274,1023,112.5,10,0,0,1081.2,5.65,11,17,NA,NA,3.021826219,221,67,137,128,132.5,3,277,126,28,NA,NA,31.11111111,192.39,6.846,200,0.92,0.42,34.02386406,,NA
2016,1,8,29,Saline,Ames 31724,UGA-SAM1-031,9025,122.5,330,4.76,5.14,978.91,5.5,14,27,NA,NA,4.424816964,218,64,129,127,128,1,287,136,19,2.050524934,46.34146341,21.11111111,184.71,6.623,200,0.65,0.38,39.61475999,,NA
2016,1,8,35,Saline,Ames 31730,UGA-SAM1-037,10026,127.5,365,6.09,6.53,720.45,4,5,7,NA,NA,1.29506838,221,67,107,99,103,1,272,121,12,1.29506838,100,13.33333333,180.14,12.491,200,0.36,0.28,31.38472577,,NA
2016,1,8,36,Control,Ames 31731,UGA-SAM1-038,1028,137.5,10,0,0,1019.57,4.97,24,16,NA,NA,4.316894599,228,74,177,150,163.5,1,277,126,40,NA,NA,44.44444444,135.79,7.164,200,0.47,0.19,29.68761621,,NA
2016,1,8,53,Control,Ames 31748,UGA-SAM1-055,2024,117.5,45,0,0,816.6,4.8,25,12,NA,NA,3.993127504,230,76,130,135,132.5,1,287,136,37,NA,NA,41.11111111,196.33,5.856,200,0.57,0.25,41.94769296,,NA
2016,1,8,63,Control,Ames 31758,UGA-SAM1-065,2027,132.5,45,0,0,1172.7,6.74,16,25,NA,NA,4.424816964,215,61,153,150,151.5,1,287,136,41,NA,NA,45.55555556,204.38,7.688,200,0.61,0.4,31.3604503,,NA
2016,1,8,65,Saline,Ames 31760,UGA-SAM1-067,9023,112.5,330,4.73,5.13,863.66,5.31,11,16,NA,NA,2.913903854,234,80,56,63,59.5,1,287,136,26,2.805981489,96.2962963,28.88888889,149.15,6.897,200,0.43,0.24,36.27296799,,NA
2016,1,8,74,Saline,Ames 31769,UGA-SAM1-076,10021,102.5,365,5.88,6.33,558.43,3.74,7,6,NA,NA,1.402990745,230,76,102,120,111,7,272,121,19,2.050524934,NA,21.11111111,156.34,11.365,200,0.063,0.045,31.24115362,,NA
2016,1,8,77,Control,Ames 31772,UGA-SAM1-079,2023,112.5,45,0,0,1369.66,8.53,19,25,NA,NA,4.748584059,218,64,189,200,194.5,2,277,126,44,NA,NA,48.88888889,189.53,12.49,200,1.6,1.25,35.74752949,,NA
2016,1,8,90,Saline,Ames 31786,UGA-SAM1-094,10027,132.5,365,6.13,6.53,869.06,5.26,7,7,NA,NA,1.51091311,230,76,117,116,116.5,1,263,112,14,1.51091311,100,15.55555556,154.18,14.614,200,0.53,0.31,31.00568907,,NA
2016,1,8,97,Control,Ames 31793,UGA-SAM1-101,1025,122.5,10,0,0,1090.51,5.37,18,26,NA,NA,4.748584059,218,64,135,144,139.5,1,272,121,44,NA,NA,48.88888889,197.25,7.56,200,0.93,0.58,33.5187251,,NA
2016,1,9,102,Saline,Ames 31798,UGA-SAM1-106,12027,132.5,435,7.58,8.53,422.41,3.25,8,5,NA,NA,1.402990745,228,74,45,58,51.5,1,277,126,9,0.971301285,69.23076923,10,NA,8.786,200,0.04,0.03,NA,,NA
2016,1,9,112,Control,Ames 31808,UGA-SAM1-116,4023,112.5,115,0.44,1.22,1256.43,7.59,11,19,NA,NA,3.237670949,230,76,144,155,149.5,3,287,136,30,NA,NA,33.33333333,140.61,14.595,200,0.46,0.34,33.59856631,,NA
2016,1,9,12,Control,Ames 31706,UGA-SAM1-013,4024,117.5,115,0.53,1.33,1419.1,7.05,16,20,NA,NA,3.885205139,228,74,122,121,121.5,1,287,136,36,NA,NA,40,203.71,5.338,200,0.95,0.33,40.882494,,NA
2016,1,9,129,Control,Ames 31825,UGA-SAM1-133,3025,122.5,80,0,0.68,1369.07,8.55,15,18,NA,NA,3.561438044,227,73,127,146,136.5,1,277,126,33,NA,NA,36.66666667,176.57,9.461,200,1.79,1.31,43.47977833,,NA
2016,1,9,135,Saline,Ames 31831,UGA-SAM1-139,12023,112.5,435,7.3,8.2,517.63,3.6,7,9,NA,NA,1.726757839,230,76,98,113,105.5,1,277,126,14,1.51091311,87.5,15.55555556,147.86,10.467,200,0.39,0.32,33.67275244,,NA
2016,1,9,144,Saline,Ames 31840,UGA-SAM1-148,12026,127.5,435,7.53,8.5,306.08,2.83,4,4,NA,NA,0.86337892,230,76,72,76,74,1,287,136,3,0.323767095,37.5,3.333333333,NA,13.704,200,0.03,0.03,27.40171304,cleaned with air column,NA
2016,1,9,152,Control,Ames 31848,UGA-SAM1-156,4022,107.5,115,0.34,1.11,1386.44,6.79,20,7,NA,NA,2.913903854,228,74,116,160,138,3,287,136,27,NA,NA,30,164.05,11.768,200,0.62,0.29,25.09050374,,NA
2016,1,9,155,Saline,Ames 31851,UGA-SAM1-159,11027,132.5,400,7.17,7.96,511.25,4.38,1,2,NA,NA,0.323767095,228,74,84,85,84.5,1,287,136,3,0.323767095,100,3.333333333,NA,8.298,200,0.05,0.03,NA,,NA
2016,1,9,158,Control,Ames 31854,UGA-SAM1-162,4021,102.5,115,0.25,0.99,1417.47,7.4,20,26,NA,NA,4.964428789,226,72,173,150,161.5,1,287,136,46,NA,NA,51.11111111,207.18,6.516,200,1,0.44,38.07526481,,NA
2016,1,9,169,Saline,Ames 31865,UGA-SAM1-173,12020,97.5,435,6.97,7.62,794.22,5.37,7,5,NA,NA,1.29506838,228,74,73,94,83.5,1,277,126,13,1.402990745,108.3333333,14.44444444,192.85,11.529,200,0.34,0.3,38.17934638,,NA
2016,1,9,173,Saline,Ames 31869,UGA-SAM1-177,12021,102.5,435,7.09,7.83,970.48,7.36,12,6,NA,NA,1.942602569,227,73,72,84,78,2,277,126,17,1.834680204,94.44444444,18.88888889,127.98,22.537,200,0.91,0.74,23.0174749,,NA
2016,1,9,178,Saline,Ames 31874,UGA-SAM1-182,12025,122.5,435,7.47,8.44,1128.36,7.77,5,2,NA,NA,0.755456555,229,75,104,120,112,8,277,126,6,0.64753419,85.71428571,6.666666667,NA,NA,200,0.22,0,NA,,NA
2016,1,9,200,Control,Ames 31898,UGA-SAM1-206,3028,137.5,80,0,0.87,993.58,5.78,23,25,NA,NA,5.180273518,230,76,126,118,122,2,287,136,48,NA,NA,53.33333333,172.33,7.202,200,1.14,0.71,41.21914973,,NA
2016,1,9,205,Control,Ames 31903,UGA-SAM1-211,3023,112.5,80,0,0.54,986.07,5.47,11,15,NA,NA,2.805981489,226,72,125,103,114,1,287,136,26,NA,NA,28.88888889,187.76,9.168,200,1.24,0.96,37.58575759,,NA
2016,1,9,208,Control,Ames 31906,UGA-SAM1-214,3027,132.5,80,0,0.81,542.8,3.11,26,26,NA,NA,5.611962978,227,73,131,149,140,2,287,136,52,NA,NA,57.77777778,210.36,5.738,200,0.71,0.18,35.74042598,,NA
2016,1,9,222,Control,Ames 31920,UGA-SAM1-228,4025,122.5,115,0.62,1.44,1026.34,6,22,21,NA,NA,4.640661694,228,74,156,170,163,1,287,136,43,NA,NA,47.77777778,182.87,9.252,200,1.52,1.09,33.71948301,,NA
2016,1,9,222,Saline,Ames 31920,UGA-SAM1-228,11022,107.5,400,6.8,7.65,932.7,7.26,9,9,NA,NA,1.942602569,232,78,96,121,108.5,1,272,121,13,1.402990745,72.22222222,14.44444444,157.08,10.859,200,0.47,0.33,24.96792663,,NA
2016,1,9,239,Control,Ames 31938,UGA-SAM1-246,4026,127.5,115,0.71,1.54,1387.57,8.08,24,18,NA,NA,4.532739329,226,72,137,141,139,1,287,136,42,NA,NA,46.66666667,175.07,14.107,200,1.43,1.1,38.64742532,,NA
2016,1,9,240,Saline,Ames 31939,UGA-SAM1-247,12022,107.5,435,7.2,8.03,697.82,4.77,14,8,NA,NA,2.374292029,226,72,80,92,86,1,277,126,20,2.158447299,90.90909091,22.22222222,160.13,11.201,200,0.35,0.28,32.32181828,,NA
2016,1,9,244,Saline,Ames 31944,UGA-SAM1-252,11024,117.5,400,6.97,7.88,657.65,4.53,4,7,NA,NA,1.187146015,228,74,74,73,73.5,1,287,136,10,1.07922365,90.90909091,11.11111111,163.81,12.302,200,0.69,0.57,37.67742278,,NA
2016,1,9,253,Saline,Ames 31953,UGA-SAM1-261,12024,117.5,435,7.39,8.34,559.66,4.64,6,5,NA,NA,1.187146015,229,75,54,56,55,3,287,136,7,0.755456555,63.63636364,7.777777778,NA,7.301,200,0.05,0.05,37.8990254,cleaned with air column,NA
2016,1,9,265,Saline,Ames 31965,UGA-SAM1-273,11025,122.5,400,7.05,7.94,660.42,5.05,14,5,NA,NA,2.050524934,228,74,62,73,67.5,1,287,136,14,1.51091311,73.68421053,15.55555556,144.57,22.171,200,0.66,0.49,24.92697435,,NA
2016,1,9,267,Saline,Ames 31967,UGA-SAM1-275,11026,127.5,400,7.11,7.96,427.05,3.23,10,6,NA,NA,1.726757839,228,74,55,66,60.5,1,287,136,17,1.834680204,106.25,18.88888889,165.91,13.337,200,0.39,0.31,33.36690647,,NA
2016,1,9,284,Control,RHA 468,,3026,127.5,80,0,0.75,1248.78,6.95,16,15,NA,NA,3.345593314,228,74,161,152,156.5,1,287,136,31,NA,NA,34.44444444,193.73,6.958,200,1.07,0.7,38.6606241,,NA
2016,1,9,286,Saline,RHA 475,,11021,102.5,400,6.69,7.49,573.58,4.31,15,10,NA,NA,2.698059124,230,76,75,94,84.5,1,287,136,20,2.158447299,80,22.22222222,204.3,6.076,200,0.23,0.16,29.41379493,,NA
2016,1,9,31,Saline,Ames 31726,UGA-SAM1-033,11023,112.5,400,6.89,7.78,815.02,5.45,1,8,NA,NA,0.971301285,232,78,74,95,84.5,8,272,121,9,0.971301285,100,10,161.12,12.016,200,0.17,0.1,32.94964601,,NA
2016,1,9,47,Saline,Ames 31742,UGA-SAM1-049,11020,97.5,400,6.58,7.31,486.99,3.74,9,13,NA,NA,2.374292029,227,73,79,76,77.5,1,287,136,20,2.158447299,90.90909091,22.22222222,210.17,9.26,200,0.31,0.27,40.82728361,,NA
2016,1,9,48,Control,Ames 31743,UGA-SAM1-050,4027,132.5,115,0.8,1.64,1490.98,7.82,22,16,NA,NA,4.101049869,229,75,120,110,115,1,287,136,38,NA,NA,42.22222222,170.01,7.154,200,0.94,0.54,41.09303994,,NA
2016,1,9,51,Control,Ames 31746,UGA-SAM1-053,3020,97.5,80,0,0.31,1390.47,7.42,29,11,NA,NA,4.316894599,226,72,119,156,137.5,3,287,136,40,NA,NA,44.44444444,153.29,8.355,200,1.02,0.72,41.20988506,,NA
2016,1,9,54,Control,Ames 31749,UGA-SAM1-056,3022,107.5,80,0,0.46,1403.39,7.17,18,12,NA,NA,3.237670949,221,67,157,161,159,1,277,126,30,NA,NA,33.33333333,192.55,10.111,200,0.89,0.64,32.02663902,,NA
2016,1,9,6,Control,Ames 31699,UGA-SAM1-006,3024,117.5,80,0,0.61,1570.12,7.37,24,20,NA,NA,4.748584059,227,73,147,157,152,1,287,136,44,NA,NA,48.88888889,165.92,13.278,200,1.18,0.72,30.52982419,,NA
2016,1,9,83,Control,Ames 31778,UGA-SAM1-086,3021,102.5,80,0,0.39,1851.27,11.34,12,10,NA,NA,2.374292029,227,73,182,175,178.5,2,277,126,22,NA,NA,24.44444444,172.94,13.575,200,1.32,0.95,30.24911126,,NA
2016,1,9,9,Saline,Ames 31703,UGA-SAM1-010,11028,137.5,400,7.22,7.94,499.53,3.98,5,3,NA,NA,0.86337892,235,81,53,83,68,1,287,136,7,0.755456555,87.5,7.777777778,NA,5.904,200,0.11,0.03,25.04701195,,NA
2016,1,9,96,Control,Ames 31792,UGA-SAM1-100,4020,97.5,115,0.15,0.88,1340.27,6.86,19,13,NA,NA,3.453515679,218,64,162,146,154,1,287,136,32,NA,NA,35.55555556,173.13,7.904,200,0.71,0.44,30.00797915,,NA
2016,2,1,102,Control,Ames 31798,UGA-SAM1-106,6043,212.5,185,2.1,1.87,756.83,4.48,18,19,NA,NA,3.993127504,227,69,113,130,121.5,1,287,136,37,NA,NA,41.11111111,196.18,8.173,200,0.53,0.21,35.38418396,,NA
2016,2,1,111,Saline,Ames 31807,UGA-SAM1-115,14038,187.5,505,7.91,9.04,475.5,3.41,4,2,NA,NA,0.64753419,232,74,100,89,94.5,NA,287,136,4,0.43168946,66.66666667,4.444444444,NA,7.136,200,0.06,0.04,35.91107097,,NA
2016,2,1,115,Control,Ames 31811,UGA-SAM1-119,5039,192.5,150,2.18,2.56,885.58,4.82,15,21,NA,NA,3.885205139,232,74,86,77,81.5,1,287,136,36,NA,NA,40,165.42,5.032,200,0.68,0.25,36.50882204,,NA
2016,2,1,118,Control,Ames 31814,UGA-SAM1-122,6042,207.5,185,2.15,2,824.85,5.14,28,19,NA,NA,5.072351153,227,69,117,117,117,1,287,136,47,NA,NA,52.22222222,212.32,6.623,200,0.76,0.32,39.99599134,,NA
2016,2,1,127,Control,Ames 31823,UGA-SAM1-131,5045,222.5,150,1.91,1.84,917.58,4.41,13,25,NA,NA,4.101049869,229,71,63,111,87,3,272,121,38,NA,NA,42.22222222,168.48,7.592,200,1.05,0.72,40.67009068,,NA
2016,2,1,131,Saline,Ames 31827,UGA-SAM1-135,13043,212.5,470,7.95,9.07,473.37,3.24,7,4,NA,NA,1.187146015,235,77,75,49,62,NA,287,136,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,2,1,134,Control,Ames 31830,UGA-SAM1-138,5041,202.5,150,2.09,2.31,752.4,4.8,20,19,NA,NA,4.208972234,228,70,144,117,130.5,1,272,121,39,NA,NA,43.33333333,155.69,7.109,200,0.82,0.54,34.25747592,,NA
2016,2,1,137,Control,Ames 31833,UGA-SAM1-141,6039,192.5,185,2.3,2.43,665.01,4.15,24,19,NA,NA,4.640661694,228,70,112,110,111,1,287,136,43,NA,NA,47.77777778,167.86,8.004,200,0.57,0.39,41.38482131,,NA
2016,2,1,14,Saline,Ames 31708,UGA-SAM1-015,13040,197.5,470,7.93,9,397.88,2.9,5,0,NA,NA,0.539611825,230,72,63,60,61.5,NA,287,136,4,0.43168946,80,4.444444444,NA,6.768,200,0.05,0.04,38.85138552,,NA
2016,2,1,140,Saline,Ames 31836,UGA-SAM1-144,14044,217.5,505,7.75,9.18,544.03,4.62,11,4,NA,NA,1.618835475,239,81,108,88,98,NA,287,136,11,1.187146015,73.33333333,12.22222222,174.28,6.386,200,0.1,0.05,NA,,NA
2016,2,1,161,Control,Ames 31857,UGA-SAM1-165,6038,187.5,185,2.36,2.58,779.5,4.38,14,14,NA,NA,3.021826219,228,70,151,136,143.5,1,287,136,28,NA,NA,31.11111111,191.6,5.037,200,0.63,0.18,38.13950383,,NA
2016,2,1,165,Control,Ames 31861,UGA-SAM1-169,6045,222.5,185,2.01,1.63,1240.92,8.85,15,20,NA,NA,3.777282774,225,67,115,115,115,3,287,136,35,NA,NA,38.88888889,194.41,7.153,200,0.48,0.22,41.83573973,,NA
2016,2,1,172,Saline,Ames 31868,UGA-SAM1-176,14043,212.5,505,7.8,9.17,476.45,3.84,10,9,NA,NA,2.050524934,230,72,102,71,86.5,NA,277,126,7,0.755456555,36.84210526,7.777777778,137.51,10.697,200,0.07,0.01,30.97118577,,NA
2016,2,1,194,Saline,Ames 31891,UGA-SAM1-199,13044,217.5,470,7.94,9.1,500.41,3.53,8,3,NA,NA,1.187146015,230,72,71,64,67.5,NA,277,126,9,0.971301285,81.81818182,10,NA,10.73,200,0.06,0.05,35.37551509,,NA
2016,2,1,213,Control,Ames 31911,UGA-SAM1-219,6044,217.5,185,2.05,1.75,728.93,3.55,28,14,NA,NA,4.532739329,225,67,131,132,131.5,1,272,121,42,NA,NA,46.66666667,193.17,9.943,200,0.64,0.5,28.36875848,,NA
2016,2,1,226,Saline,Ames 31924,UGA-SAM1-232,14040,197.5,505,7.9,9.11,391.27,3.28,1,11,NA,NA,1.29506838,229,71,49,44,46.5,NA,272,121,3,0.323767095,25,3.333333333,NA,6.338,200,0.02,0.01,NA,,NA
2016,2,1,228,Saline,Ames 31926,UGA-SAM1-234,13046,227.5,470,7.9,9.17,863.17,6.16,4,3,NA,NA,0.755456555,218,60,143,65,104,NA,277,126,6,0.64753419,85.71428571,6.666666667,111.29,13.165,200,0.1,0.04,21.54297238,,NA
2016,2,1,229,Saline,Ames 31927,UGA-SAM1-235,13039,192.5,470,7.9,8.98,719.34,4.87,4,6,NA,NA,1.07922365,241,83,78,75,76.5,NA,287,136,9,0.971301285,90,10,104.18,7.466,200,0.16,0.07,13.06032083,,NA
2016,2,1,237,Control,Ames 31936,UGA-SAM1-244,5040,197.5,150,2.13,2.44,1040.65,7.03,18,20,NA,NA,4.101049869,226,68,139,137,138,2,272,121,38,NA,NA,42.22222222,179.77,11.395,200,1.44,1.14,39.45419572,,NA
2016,2,1,254,Saline,Ames 31954,UGA-SAM1-262,14045,222.5,505,7.68,9.19,568.83,4.64,15,11,NA,NA,2.805981489,232,74,56,57,56.5,NA,287,136,22,2.374292029,84.61538462,24.44444444,197.19,9.516,200,0.16,0.09,30.04379097,,NA
2016,2,1,260,Saline,Ames 31960,UGA-SAM1-268,14039,192.5,505,7.91,9.07,611.33,4.33,4,6,NA,NA,1.07922365,241,83,130,85,107.5,NA,277,126,10,1.07922365,100,11.11111111,133.39,12.926,200,0.27,0.17,20.26698451,,NA
2016,2,1,272,Saline,Ames 31972,UGA-SAM1-280,13045,222.5,470,7.92,9.13,423.7,3.23,7,6,NA,NA,1.402990745,242,84,55,55,55,NA,287,136,10,1.07922365,76.92307692,11.11111111,NA,6.645,200,0.07,0.03,26.74667092,,NA
2016,2,1,280,Control,Ames 31981,UGA-SAM1-289,5042,207.5,150,2.04,2.19,848.61,5.18,18,20,NA,NA,4.101049869,225,67,137,105,121,1,287,136,38,NA,NA,42.22222222,154.93,11.262,200,1.31,0.95,29.71211515,,NA
2016,2,1,286,Saline,RHA 475,,13038,187.5,470,7.87,8.96,347.78,2.41,4,2,NA,NA,0.64753419,237,79,72,70,71,NA,277,126,7,0.755456555,116.6666667,7.777777778,NA,6.036,200,0.05,0.03,NA,,NA
2016,2,1,288,Control,RHA 478,,5046,227.5,150,1.87,1.73,1090.1,7.13,27,19,NA,NA,4.964428789,228,70,151,152,151.5,3,287,136,46,NA,NA,51.11111111,212.01,6.831,200,1.07,0.43,40.14252727,,NA
2016,2,1,288,Saline,RHA 478,,14041,202.5,505,7.88,9.13,907.94,6.89,2,5,NA,NA,0.755456555,235,77,105,66,85.5,NA,277,126,6,0.64753419,85.71428571,6.666666667,185.82,6.502,200,0.18,0.08,34.84686308,,NA
2016,2,1,33,Control,Ames 31728,UGA-SAM1-035,5043,212.5,150,2,2.07,949.73,6.22,16,18,NA,NA,3.669360409,218,60,127,136,131.5,2,287,136,34,NA,NA,37.77777778,205.5,11.809,200,0.58,0.44,40.19840951,,NA
2016,2,1,48,Saline,Ames 31743,UGA-SAM1-050,13042,207.5,470,7.96,9.04,291.22,2.12,6,4,NA,NA,1.07922365,237,79,52,43,47.5,NA,287,136,4,0.43168946,40,4.444444444,NA,6.704,200,0.02,0.01,NA,,NA
2016,2,1,49,Saline,Ames 31744,UGA-SAM1-051,13041,202.5,470,7.95,9.02,357.7,3.12,3,5,NA,NA,0.86337892,235,77,69,80,74.5,NA,277,126,7,0.755456555,87.5,7.777777778,140.56,9.283,200,0.06,0.04,29.15122185,,NA
2016,2,1,66,Saline,Ames 31761,UGA-SAM1-068,14042,207.5,505,7.85,9.15,655.73,4.19,3,7,NA,NA,1.07922365,NA,NA,129,124,126.5,NA,287,136,5,0.539611825,50,5.555555556,NA,3.314,70,0.04,0.003314,NA,70 seed count,NA
2016,2,1,79,Control,Ames 31774,UGA-SAM1-081,6040,197.5,185,2.25,2.29,665.27,3.78,26,23,NA,NA,5.288195883,225,67,129,119,124,1,272,121,49,NA,NA,54.44444444,199.73,12.744,200,0.62,0.4,38.06221438,,NA
2016,2,1,94,Control,Ames 31790,UGA-SAM1-098,5044,217.5,150,1.95,1.96,1251.86,8.01,20,2,NA,NA,2.374292029,237,79,174,186,180,3,287,136,22,NA,NA,24.44444444,142.11,8.959,200,0.7,0.38,22.00042545,,NA
2016,2,1,96,Control,Ames 31792,UGA-SAM1-100,6041,202.5,185,2.2,2.14,1191.88,7.37,14,15,NA,NA,3.129748584,227,69,88,101,94.5,1,287,136,29,NA,NA,32.22222222,158.88,9.279,200,0.65,0.45,33.08586977,,NA
2016,2,10,11,Saline,Ames 31705,UGA-SAM1-012,16062,307.5,575,6.42,8.28,NA,NA,1,5,NA,NA,0.64753419,NA,NA,NA,NA,NA,NA,NA,NA,2,0.21584473,33.33333333,2.222222222,NA,NA,200,0.006,0,NA,,NA
2016,2,10,125,Control,Ames 31821,UGA-SAM1-129,7064,317.5,220,1.19,0.61,1125.99,6.42,10,6,NA,NA,1.726757839,232,74,122,133,127.5,6,287,136,16,NA,NA,17.77777778,148.11,16.504,200,0.35,0.25,23.28190855,,NA
2016,2,10,127,Saline,Ames 31823,UGA-SAM1-131,16056,277.5,575,6.73,8.52,105.51,0.78,5,4,NA,NA,0.971301285,239,81,NA,39,39,NA,287,136,2,0.21584473,22.22222222,2.222222222,NA,7.29,200,0.061,0.027,NA,,NA
2016,2,10,128,Saline,Ames 31824,UGA-SAM1-132,16063,312.5,575,6.5,8.29,NA,NA,0,1,NA,NA,0.107922365,NA,NA,14,NA,14,NA,NA,NA,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,2,10,13,Saline,Ames 31707,UGA-SAM1-014,16058,287.5,575,6.47,8.38,112.64,1.1,13,0,NA,NA,1.402990745,239,81,53,40,46.5,NA,287,136,9,0.971301285,69.23076923,10,NA,NA,200,0.024,0.013,NA,,NA
2016,2,10,133,Saline,Ames 31829,UGA-SAM1-137,15059,292.5,540,6.29,8.37,470.67,3.57,8,14,NA,NA,2.374292029,235,77,38,83,60.5,NA,287,136,24,2.590136759,109.0909091,26.66666667,179.14,7.913,200,0.09,0.05,34.25837321,,NA
2016,2,10,138,Control,Ames 31834,UGA-SAM1-142,7061,302.5,220,1.21,0.55,757.17,3.9,25,31,NA,NA,6.043652438,230,72,134,140,137,1,287,136,56,NA,NA,62.22222222,184.05,5.356,200,0.8,0.44,37.02678311,,NA
2016,2,10,141,Control,Ames 31837,UGA-SAM1-145,8056,277.5,255,1.81,1.26,818.85,4.76,27,30,NA,NA,6.151574803,229,71,136,149,142.5,1,287,136,57,NA,NA,63.33333333,164.08,8.019,200,0.73,0.56,34.3314526,,NA
2016,2,10,152,Control,Ames 31848,UGA-SAM1-156,8059,292.5,255,1.74,1.18,965.22,4.88,18,29,NA,NA,5.072351153,230,72,147,107,127,2,287,136,47,NA,NA,52.22222222,200.9,10.35,200,0.85,0.63,32.77405457,,NA
2016,2,10,155,Saline,Ames 31851,UGA-SAM1-159,15056,277.5,540,6.5,8.55,391.42,3.48,2,2,NA,NA,0.43168946,235,77,100,84,92,NA,277,126,4,0.43168946,100,4.444444444,NA,7.695,200,0.03,0.01,NA,,NA
2016,2,10,162,Saline,Ames 31858,UGA-SAM1-166,15060,297.5,540,6.3,8.34,288.85,2.5,5,3,NA,NA,0.86337892,239,81,44,59,51.5,NA,287,136,7,0.755456555,87.5,7.777777778,NA,4.122,100,0.02,0.004122,NA,100 seed count,NA
2016,2,10,173,Control,Ames 31869,UGA-SAM1-177,7060,297.5,220,1.24,0.55,1144.81,6.76,25,22,NA,NA,5.072351153,230,72,123,114,118.5,1,287,136,47,NA,NA,52.22222222,131.92,14.855,200,1.34,1.04,33.04063187,,NA
2016,2,10,182,Saline,Ames 31878,UGA-SAM1-186,16059,292.5,575,6.39,8.33,56.61,0.5,5,2,NA,NA,0.755456555,242,84,21,19,20,NA,287,136,6,0.64753419,85.71428571,6.666666667,NA,NA,200,0.029,0.008,NA,,NA
2016,2,10,193,Saline,Ames 31890,UGA-SAM1-198,15062,307.5,540,6.45,8.33,326.96,2.85,7,0,NA,NA,0.755456555,239,81,40,86,63,NA,277,126,6,0.64753419,85.71428571,6.666666667,150.66,6.937,200,0.06,0.05,27.29210861,,NA
2016,2,10,204,Control,Ames 31902,UGA-SAM1-210,7063,312.5,220,1.2,0.58,913.37,5.01,25,23,NA,NA,5.180273518,230,72,155,149,152,3,287,136,48,NA,NA,53.33333333,181.45,7.796,200,1.39,1.03,43.49724595,,NA
2016,2,10,213,Saline,Ames 31911,UGA-SAM1-219,16061,302.5,575,6.36,8.28,30.81,0.28,7,1,NA,NA,0.86337892,252,94,29,22,25.5,NA,287,136,15,1.618835475,NA,16.66666667,NA,NA,200,0.014,0.003,NA,,NA
2016,2,10,218,Control,Ames 31916,UGA-SAM1-224,8060,297.5,255,1.73,1.17,901.59,5.44,30,30,NA,NA,6.475341898,228,70,147,154,150.5,1,287,136,60,NA,NA,66.66666667,204.26,6.361,200,1.28,0.93,46.19122592,,NA
2016,2,10,236,Saline,Ames 31935,UGA-SAM1-243,15061,302.5,540,6.35,8.32,NA,NA,5,1,NA,NA,0.64753419,NA,NA,NA,NA,NA,NA,287,136,0,0,0,0,NA,NA,200,NA,0,NA,,NA
2016,2,10,241,Control,Ames 31940,UGA-SAM1-248,8062,307.5,255,1.73,1.19,1097.57,6.35,20,25,NA,NA,4.856506424,226,68,125,137,131,1,272,121,45,NA,NA,50,174.21,12.724,200,1.93,1.6,25.46552365,,NA
2016,2,10,241,Saline,Ames 31940,UGA-SAM1-248,15057,282.5,540,6.4,8.48,295.73,2.28,1,2,NA,NA,0.323767095,230,72,41,49,45,NA,287,136,3,0.323767095,100,3.333333333,NA,12.961,200,0.53,0.03,12.59027851,,NA
2016,2,10,243,Control,Ames 31943,UGA-SAM1-251,8057,282.5,255,1.78,1.23,700.39,4.85,20,23,NA,NA,4.640661694,228,70,133,123,128,1,272,121,43,NA,NA,47.77777778,208.22,5.201,200,0.79,0.29,34.29175757,,NA
2016,2,10,248,Saline,Ames 31948,UGA-SAM1-256,16060,297.5,575,6.35,8.3,100.16,1.01,6,2,NA,NA,0.86337892,252,94,NA,51,51,NA,287,136,4,0.43168946,50,4.444444444,NA,NA,200,0.009,0,NA,,NA
